country,year,total,urban,rural,urban_water_improved,urban_water_piped,urban_water_otherimproved,urban_water_unimproved,rural_water_improved,rural_water_piped,rural_water_otherimproved,rural_water_unimproved,total_water_improved,total_water_piped,total_water_otherimproved,total_water_unimproved,urban_sanitation_improved,urban_sanitation_shared,urban_sanitation_opendefecation,urban_sanitation_otherunimproved,urban_sanitation_unimproved,rural_sanitation_improved,rural_sanitation_shared,rural_sanitation_opendefecation,rural_sanitation_otherunimproved,rural_sanitation_unimproved,total_sanitation_improved,total_sanitation_shared,total_sanitation_opendefecation,total_sanitation_otherunimproved,total_sanitation_unimproved
"Ukraine","2000","48870.14","32813.86","16056.28","32486.00","30189.00","2297.00","328.00","14772.00","8028.00","6744.00","1284.00","47258.00","38217.00","9041.00","1612.00","31829.44","656.28","0.00","328.14","984.42","14611.22","642.25","0.00","802.81","1445.06","46440.00","1298.00","0.00","1131.00","2430.14"
"Ukraine","2005","46936.28","31818.11","15118.18","31500.00","28318.00","3182.00","318.00","14362.00","5291.00","9071.00","756.00","45862.00","33609.00","12253.00","1074.00","30863.56","636.36","0.00","318.18","954.55","13606.36","604.73","0.00","907.09","1511.82","44470.00","1241.00","0.00","1225.00","2466.28"
"Ukraine","2008","45992.38","31248.60","14743.78","30624.00","27186.00","3438.00","625.00","14301.00","3686.00","10615.00","443.00","44925.00","30872.00","14053.00","1068.00","30311.14","624.97","0.00","312.49","937.46","13269.40","589.75","0.00","884.63","1474.38","43580.00","1215.00","0.00","1197.00","2412.38"
"Uruguay","1990","3109.99","2767.05","342.94","2712.00","2601.00","111.00","55.00","271.00","171.00","100.00","72.00","2983.00","2772.00","211.00","127.00","2628.70","0.00","110.68","27.67","138.35","284.64","3.43","51.44","3.43","58.30","2914.00","3.00","162.00","31.00","195.99"
"Uruguay","1995","3224.47","2919.50","304.97","2861.00","2774.00","87.00","58.00","247.00","165.00","82.00","58.00","3108.00","2939.00","169.00","116.00","2773.52","0.00","116.78","29.19","145.98","256.17","3.05","42.70","3.05","48.80","3030.00","3.00","160.00","32.00","194.47"
"Uruguay","2000","3320.98","3033.68","287.30","3003.00","2912.00","91.00","31.00","253.00","210.00","43.00","34.00","3256.00","3122.00","134.00","65.00","2942.67","0.00","60.67","30.34","91.01","258.57","2.87","22.98","2.87","28.73","3202.00","3.00","84.00","33.00","118.98"
"Uruguay","2005","3325.34","3058.51","266.83","3059.00","2997.00","62.00","0.00","253.00","245.00","8.00","14.00","3312.00","3242.00","70.00","14.00","3027.93","0.00","30.59","0.00","30.58","256.15","2.67","8.00","0.00","10.68","3284.00","3.00","39.00","0.00","41.34"
"Uruguay","2008","3349.34","3092.31","257.03","3092.00","3030.00","62.00","0.00","257.00","236.00","21.00","0.00","3349.00","3266.00","83.00","0.00","3092.31","0.00","0.00","0.00","0.00","254.46","2.57","0.00","0.00","2.57","3346.00","3.00","0.00","0.00","3.34"
"United States of America","1990","254865.22","191913.51","62951.71","191914.00","186156.00","5758.00","0.00","59175.00","28958.00","30217.00","3777.00","251089.00","215114.00","35975.00","3777.00","191913.51","","0.00","0.00","0.00","62322.19","","","629.52","629.52","254236.00","","","630.00","629.22"
"United States of America","1995","270648.06","209089.16","61558.90","209089.00","202816.00","6273.00","0.00","57865.00","28317.00","29548.00","3694.00","266954.00","231133.00","35821.00","3694.00","209089.16","","0.00","0.00","0.00","60943.31","","","615.59","615.59","270032.00","","","616.00","616.06"
"United States of America","2000","287842.18","227680.28","60161.89","227680.00","220850.00","6830.00","0.00","56552.00","27674.00","28878.00","3610.00","284232.00","248524.00","35708.00","3610.00","227680.28","","0.00","0.00","0.00","59560.28","","","601.62","601.61","287240.00","","","602.00","602.18"
"United States of America","2005","302740.61","244575.06","58165.55","244575.00","237238.00","7337.00","0.00","54676.00","26756.00","27920.00","3490.00","299251.00","263994.00","35257.00","3490.00","244575.06","","0.00","0.00","0.00","57583.90","","","581.66","581.65","302159.00","","","582.00","581.61"
"United States of America","2008","311666.00","254680.99","56985.01","254681.00","247041.00","7640.00","0.00","53566.00","26213.00","27353.00","3419.00","308247.00","273254.00","34993.00","3419.00","254680.99","","0.00","0.00","0.00","56415.16","","","569.85","569.85","311096.00","","","570.00","570.00"
"Uzbekistan","1990","20515.25","8229.69","12285.56","7983.00","7078.00","905.00","247.00","10443.00","4546.00","5897.00","1843.00","18426.00","11624.00","6802.00","2090.00","7818.21","","0.00","411.48","411.48","9337.02","","0.00","2948.53","2948.54","17155.00","","0.00","3360.00","3360.25"
"Uzbekistan","1995","22919.36","8810.20","14109.16","8546.00","7577.00","969.00","264.00","11993.00","5079.00","6914.00","2116.00","20539.00","12656.00","7883.00","2380.00","8457.79","","0.00","352.41","352.41","11005.14","","0.00","3104.01","3104.02","19463.00","","0.00","3456.00","3456.36"
"Uzbekistan","2000","24775.61","9231.15","15544.47","9047.00","7939.00","1108.00","184.00","12902.00","4974.00","7928.00","2642.00","21949.00","12913.00","9036.00","2826.00","8954.21","","0.00","276.93","276.94","13523.68","","0.00","2020.78","2020.79","22478.00","","0.00","2298.00","2297.61"
"Uzbekistan","2005","26319.65","9654.84","16664.81","9462.00","8207.00","1255.00","193.00","13665.00","4666.00","8999.00","3000.00","23127.00","12873.00","10254.00","3193.00","9558.29","","0.00","96.55","96.55","15998.22","","0.00","666.59","666.59","25556.00","","0.00","764.00","763.65"
"Uzbekistan","2008","27191.28","9989.26","17202.02","9789.00","8491.00","1298.00","200.00","13934.00","4473.00","9461.00","3268.00","23723.00","12964.00","10759.00","3468.00","9989.26","","0.00","0.00","0.00","17202.02","","0.00","0.00","0.00","27191.00","","0.00","0.00","0.28"
"Saint Vincent and the Grenadines","1990","107.42","43.65","63.78","","","","","","","","","","","","","","","","","","61.23","","","2.55","2.55","","","","",""
"Saint Vincent and the Grenadines","1995","108.06","46.51","61.54","","","","","57.00","45.00","12.00","5.00","","","","","","","","","","59.08","","","2.46","2.46","","","","",""
"Saint Vincent and the Grenadines","2000","107.86","47.93","59.93","","","","","56.00","44.00","12.00","4.00","","","","","","","","","","57.53","","","2.40","2.40","","","","",""
"Saint Vincent and the Grenadines","2005","108.72","49.93","58.78","","","","","","","","","","","","","","","","","","56.43","","","2.35","2.35","","","","",""
"Saint Vincent and the Grenadines","2008","109.12","51.28","57.84","","","","","","","","","","","","","","","","","","55.52","","","2.31","2.32","","","","",""
"Venezuela","1990","19740.84","16638.37","3102.47","15474.00","14475.00","999.00","1164.00","2203.00","1365.00","838.00","899.00","17677.00","15840.00","1837.00","2063.00","14808.15","","665.53","1164.69","1830.22","1396.11","","1272.01","434.35","1706.36","16204.00","","1938.00","1599.00","3536.84"
"Venezuela","1995","22092.24","19173.19","2919.05","18023.00","16872.00","1151.00","1150.00","2131.00","1372.00","759.00","788.00","20154.00","18244.00","1910.00","1938.00","17447.61","","958.66","766.93","1725.58","1459.52","","1196.81","262.71","1459.53","18908.00","","2156.00","1030.00","3184.24"
"Venezuela","2000","24407.69","21896.14","2511.55","20582.00","19488.00","1094.00","1314.00","1859.00","1256.00","603.00","653.00","22441.00","20744.00","1697.00","1967.00","20363.41","","1094.81","437.92","1532.73","1356.24","","1004.62","150.69","1155.31","21719.00","","2100.00","589.00","2688.69"
"Venezuela","2005","26726.05","24675.36","2050.69","23195.00","22208.00","987.00","1480.00","1538.00","1066.00","472.00","513.00","24733.00","23274.00","1459.00","1993.00","23194.84","","1233.77","246.75","1480.52","1168.89","","820.28","61.52","881.80","24364.00","","2054.00","309.00","2362.05"
"Venezuela","2008","28120.63","26276.76","1843.87","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"British Virgin Islands","1990","16.51","8.29","8.22","8.00","8.00","0.00","0.00","8.00","8.00","0.00","0.00","16.00","16.00","0.00","0.00","8.29","","0.00","0.00","0.00","8.22","","0.00","0.00","0.00","16.00","","0.00","0.00","0.51"
"British Virgin Islands","1995","18.46","9.96","8.50","10.00","10.00","0.00","0.00","8.00","8.00","0.00","0.00","18.00","18.00","0.00","0.00","9.96","","0.00","0.00","0.00","8.50","","0.00","0.00","0.00","18.00","","0.00","0.00","0.46"
"British Virgin Islands","2000","20.52","11.75","8.77","12.00","11.00","1.00","0.00","9.00","9.00","0.00","0.00","21.00","20.00","1.00","0.00","11.75","","0.00","0.00","0.00","8.77","","0.00","0.00","0.00","21.00","","0.00","0.00","-0.48"
"British Virgin Islands","2005","22.01","13.32","8.70","13.00","13.00","0.00","0.00","9.00","8.00","1.00","0.00","22.00","21.00","1.00","0.00","13.32","","0.00","0.00","0.00","8.70","","0.00","0.00","0.00","22.00","","0.00","0.00","0.01"
"British Virgin Islands","2008","22.79","13.83","8.96","14.00","13.00","1.00","0.00","9.00","9.00","0.00","0.00","23.00","22.00","1.00","0.00","13.83","","0.00","0.00","0.00","8.96","","0.00","0.00","0.00","23.00","","0.00","0.00","-0.21"
"Viet Nam","1990","66247.47","13418.43","52829.05","11808.00","6038.00","5770.00","1610.00","26943.00","0.00","26943.00","25886.00","38751.00","6038.00","32713.00","27496.00","8185.24","402.55","3488.79","1341.84","5233.19","15320.42","1056.58","24301.36","12150.68","37508.63","23505.00","1460.00","27790.00","13493.00","42742.47"
"Viet Nam","1995","72957.21","16201.61","56755.61","14743.00","7777.00","6966.00","1459.00","35188.00","1135.00","34053.00","21568.00","49931.00","8912.00","41019.00","23027.00","11341.13","648.06","2916.29","1296.13","4860.48","22702.24","1135.11","19864.46","13053.79","34053.37","34043.00","1783.00","22780.00","14350.00","38914.21"
"Viet Nam","2000","78663.27","19098.66","59564.61","17953.00","9740.00","8213.00","1146.00","44078.00","2978.00","41100.00","15487.00","62031.00","12718.00","49313.00","16633.00","15087.94","763.95","1909.87","1336.91","4010.72","29782.31","1786.94","14891.15","13104.21","29782.30","44870.00","2551.00","16801.00","14441.00","33793.27"
"Viet Nam","2005","84074.09","22202.29","61871.81","21536.00","11989.00","9547.00","666.00","52591.00","4331.00","48260.00","9281.00","74127.00","16320.00","57807.00","9947.00","19538.01","1110.11","444.05","1110.11","2664.28","37741.80","2474.87","8662.05","12993.08","24130.01","57280.00","3585.00","9106.00","14103.00","26794.09"
"Viet Nam","2008","87095.91","24233.57","62862.35","23991.00","13571.00","10420.00","243.00","57833.00","5658.00","52175.00","5029.00","81824.00","19229.00","62595.00","5272.00","22779.55","1211.68","0.00","242.34","1454.02","42117.77","2514.49","5028.99","13201.09","20744.58","64898.00","3726.00","5029.00","13443.00","22197.91"
"Vanuatu","1990","149.45","27.97","121.48","25.00","22.00","3.00","3.00","60.00","33.00","27.00","61.00","85.00","55.00","30.00","64.00","","","","","","","","","","","","","","",""
"Vanuatu","1995","172.22","34.73","137.49","32.00","27.00","5.00","3.00","80.00","40.00","40.00","57.00","112.00","67.00","45.00","60.00","18.40","7.99","","8.33","16.33","41.25","11.00","","85.25","96.24","59.00","19.00","","93.00","113.22"
"Vanuatu","2000","189.72","41.16","148.56","38.00","33.00","5.00","3.00","98.00","46.00","52.00","51.00","136.00","79.00","57.00","54.00","23.46","10.29","0.00","7.41","17.70","53.48","14.86","4.46","75.77","95.08","76.00","25.00","4.00","83.00","113.72"
"Vanuatu","2005","216.44","50.76","165.67","48.00","40.00","8.00","3.00","123.00","53.00","70.00","43.00","171.00","93.00","78.00","46.00","31.98","13.71","0.00","5.08","18.78","71.24","19.88","4.97","69.58","94.43","103.00","34.00","5.00","75.00","113.44"
"Vanuatu","2008","233.87","57.71","176.16","55.00","46.00","9.00","3.00","139.00","58.00","81.00","37.00","194.00","104.00","90.00","40.00","38.09","16.74","0.00","2.89","19.62","84.56","22.90","5.28","63.42","91.60","123.00","40.00","5.00","66.00","110.87"
"Wallis and Futuna Islands","1990","13.86","0.00","13.86","","","","","14.00","11.00","3.00","0.00","","","","","","","","","","13.30","","0.55","0.00","0.56","","","","",""
"Wallis and Futuna Islands","1995","14.33","0.00","14.33","","","","","14.00","11.00","3.00","0.00","","","","","","","0.00","","","13.75","","0.57","0.00","0.58","","","1.00","",""
"Wallis and Futuna Islands","2000","14.68","0.00","14.68","","","","","15.00","12.00","3.00","0.00","","","","","","","0.00","","","14.09","","0.59","0.00","0.59","","","1.00","",""
"Wallis and Futuna Islands","2005","14.92","0.00","14.92","","","","","15.00","12.00","3.00","0.00","","","","","","","","","","14.32","","0.60","0.00","0.60","","","","",""
"Wallis and Futuna Islands","2008","15.21","0.00","15.21","","","","","15.00","12.00","3.00","0.00","","","","","","","","","","14.60","","0.61","0.00","0.61","","","","",""
"Samoa","1990","161.33","34.20","127.13","34.00","","34.00","0.00","113.00","","113.00","14.00","147.00","","147.00","14.00","34.20","","0.00","0.00","0.00","124.59","","","2.54","2.54","159.00","","","3.00","2.33"
"Samoa","1995","168.29","36.16","132.12","35.00","27.00","8.00","1.00","116.00","69.00","47.00","16.00","151.00","96.00","55.00","17.00","36.16","","0.00","0.00","0.00","130.80","","","1.32","1.32","167.00","","","1.00","1.29"
"Samoa","2000","176.56","38.65","137.91","36.00","29.00","7.00","3.00","121.00","72.00","49.00","17.00","157.00","101.00","56.00","20.00","38.65","","0.00","0.00","0.00","137.91","","0.00","0.00","0.00","177.00","","0.00","0.00","-0.44"
"Samoa","2005","178.97","40.11","138.86","36.00","30.00","6.00","4.00","121.00","72.00","49.00","18.00","157.00","102.00","55.00","22.00","40.11","","0.00","0.00","0.00","138.86","","0.00","0.00","0.00","179.00","","0.00","0.00","-0.03"
"Samoa","2008","178.87","41.04","137.83","","","","","","","","","","","","","41.04","","0.00","0.00","0.00","137.83","","0.00","0.00","0.00","179.00","","0.00","0.00","-0.13"
"Yemen","1990","12313.58","2577.36","9736.22","","","","","","","","","","","","","1649.51","25.77","154.64","747.43","927.85","584.17","97.36","5257.56","3797.13","9152.05","2234.00","123.00","5413.00","4544.00","10079.58"
"Yemen","1995","15522.96","3688.26","11834.70","3246.00","2545.00","701.00","442.00","7101.00","2604.00","4497.00","4734.00","10347.00","5149.00","5198.00","5176.00","2692.43","36.88","184.41","774.53","995.83","1656.86","118.35","5799.00","4260.49","10177.84","4349.00","155.00","5983.00","5035.00","11173.96"
"Yemen","2000","18181.73","4775.80","13405.94","3916.00","3009.00","907.00","860.00","7910.00","2681.00","5229.00","5496.00","11826.00","5690.00","6136.00","6356.00","3868.39","95.52","191.03","620.85","907.41","2815.25","268.12","5764.55","4558.02","10590.69","6683.00","364.00","5956.00","5179.00","11498.73"
"Yemen","2005","21023.69","6083.42","14940.28","4563.00","3528.00","1035.00","1520.00","8665.00","2689.00","5976.00","6275.00","13228.00","6217.00","7011.00","7795.00","5414.24","121.67","243.34","304.17","669.18","4332.68","448.21","5677.30","4482.08","10607.60","9747.00","570.00","5920.00","4786.00","11276.69"
"Yemen","2008","22917.49","7019.63","15897.86","5054.00","3791.00","1263.00","1966.00","9062.00","2703.00","6359.00","6836.00","14116.00","6494.00","7622.00","8802.00","6598.45","140.39","210.59","70.20","421.18","5246.29","476.94","5564.25","4610.38","10651.57","11844.00","617.00","5775.00","4680.00","11073.49"
"South Africa","1990","36745.28","19121.14","17624.14","18739.00","16253.00","2486.00","382.00","11632.00","4406.00","7226.00","5992.00","30371.00","20659.00","9712.00","6374.00","15296.91","1912.11","382.42","1529.69","3824.23","10222.00","1409.93","4229.79","1762.41","7402.14","25519.00","3322.00","4612.00","3292.00","11226.28"
"South Africa","1995","41374.82","22543.48","18831.34","22093.00","19387.00","2706.00","450.00","12617.00","4708.00","7909.00","6214.00","34710.00","24095.00","10615.00","6664.00","18260.22","2254.35","450.87","1578.04","4283.26","11110.49","1506.51","4331.21","1883.13","7720.85","29370.00","3761.00","4782.00","3461.00","12004.82"
"South Africa","2000","44871.89","25528.07","19343.82","25018.00","22209.00","2809.00","510.00","13734.00","5416.00","8318.00","5610.00","38752.00","27625.00","11127.00","6120.00","20933.02","2552.81","510.56","1531.68","4595.05","11799.73","1547.51","4062.20","1934.38","7544.09","32733.00","4101.00","4573.00","3466.00","12138.89"
"South Africa","2005","48073.44","28499.38","19574.06","28214.00","25079.00","3135.00","285.00","14681.00","5872.00","8809.00","4893.00","42895.00","30951.00","11944.00","5178.00","23654.48","2849.94","569.99","1424.97","4844.90","12527.40","1761.67","3719.07","1565.93","7046.66","36181.00","4612.00","4289.00","2991.00","11892.44"
"South Africa","2008","49667.63","30164.14","19503.49","29863.00","26846.00","3017.00","301.00","15213.00","6241.00","8972.00","4290.00","45076.00","33087.00","11989.00","4591.00","25337.88","3016.41","603.28","1206.57","4826.26","12677.27","1755.31","3315.59","1755.31","6826.22","38015.00","4771.00","3919.00","2962.00","11652.63"
"Zambia","1990","7910.28","3117.20","4793.08","2774.00","1527.00","1247.00","343.00","1102.00","48.00","1054.00","3691.00","3876.00","1575.00","2301.00","4034.00","1932.67","748.13","93.52","342.89","1184.53","1725.51","383.45","2013.09","671.03","3067.57","3659.00","1131.00","2107.00","1014.00","4251.28"
"Zambia","1995","9107.86","3379.38","5728.48","2974.00","1555.00","1419.00","405.00","1661.00","57.00","1604.00","4067.00","4635.00","1612.00","3023.00","4472.00","2061.42","777.26","67.59","473.11","1317.96","2176.82","458.28","2176.82","916.56","3551.66","4238.00","1235.00","2245.00","1390.00","4869.86"
"Zambia","2000","10467.28","3642.82","6824.46","3206.00","1530.00","1676.00","437.00","2457.00","68.00","2389.00","4367.00","5663.00","1598.00","4065.00","4804.00","2185.69","837.85","72.86","546.42","1457.13","2729.78","545.96","2252.07","1296.65","4094.68","4916.00","1384.00","2325.00","1843.00","5551.28"
